Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dty1-75","SAMEA2143598","PRJEB3215","GCA_001362775.1","Scaffold",5.0293,51.8,,"CVBL01",71,4860,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/775/GCA_001362775.1_10426_1_40","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/775/GCF_001362775.1_10426_1_40"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dtc71","SAMEA2143653","PRJEB3215","GCA_001362795.1","Scaffold",4.93171,51.8,,"CVAX01",66,4741,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/795/GCA_001362795.1_10426_1_28","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/795/GCF_001362795.1_10426_1_28"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST364","SAMEA2143657","PRJEB3215","GCA_001362815.1","Scaffold",4.67018,52.1,,"CGLX01",57,4480,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/815/GCA_001362815.1_10492_1_69","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/815/GCF_001362815.1_10492_1_69"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-122","SAMEA2143712","PRJEB3215","GCA_001362835.1","Scaffold",4.93291,51.8,,"CVGK01",64,4732,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/835/GCA_001362835.1_10561_2_82","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/835/GCF_001362835.1_10561_2_82"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ct1-23","SAMEA2143772","PRJEB3215","GCA_001362855.1","Scaffold",4.93186,51.8,,"CVBP01",68,4747,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/855/GCA_001362855.1_10426_1_49","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/855/GCF_001362855.1_10426_1_49"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn126","SAMEA2143834","PRJEB3215","GCA_001362875.1","Scaffold",4.81837,51.9,,"CVCX01",56,4634,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/875/GCA_001362875.1_10540_1_12","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/875/GCF_001362875.1_10540_1_12"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty3-194","SAMEA2143873","PRJEB3215","GCA_001362895.1","Scaffold",5.02821,51.8,,"CVEZ01",67,4855,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/895/GCA_001362895.1_10540_1_70","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/895/GCF_001362895.1_10540_1_70"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dtc131","SAMEA2143884","PRJEB3215","GCA_001362915.1","Scaffold",4.78081,51.9,,"CVGD01",97,4575,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/915/GCA_001362915.1_10561_2_71","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/915/GCF_001362915.1_10561_2_71"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST321","SAMEA2143963","PRJEB3215","GCA_001362935.1","Scaffold",4.72075,52,,"CGTZ01",54,4515,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/935/GCA_001362935.1_10493_1_69","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/935/GCF_001362935.1_10493_1_69"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST333","SAMEA2144036","PRJEB3215","GCA_001362955.1","Scaffold",4.73605,52,,"CGUG01",63,4534,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/955/GCA_001362955.1_10541_2_47","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/955/GCF_001362955.1_10541_2_47"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-105","SAMEA2144700","PRJEB3215","GCA_001362995.1","Scaffold",4.9311,51.8,,"CVFO01",70,4732,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/362/995/GCA_001362995.1_10540_1_85","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/362/995/GCF_001362995.1_10540_1_85"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","np11","SAMEA2144733","PRJEB3215","GCA_001363015.1","Scaffold",4.7216,52,,"CGUE01",55,4508,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/015/GCA_001363015.1_10561_2_19","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/015/GCF_001363015.1_10561_2_19"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST344","SAMEA2144807","PRJEB3215","GCA_001363035.1","Scaffold",4.72156,52,,"CGUA01",60,4519,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/035/GCA_001363035.1_10541_2_52","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/035/GCF_001363035.1_10541_2_52"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn22","SAMEA2144834","PRJEB3215","GCA_001363055.1","Scaffold",4.93377,51.8,,"CVDS01",72,4743,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/055/GCA_001363055.1_10540_1_35","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/055/GCF_001363055.1_10540_1_35"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dty1-58","SAMEA2144943","PRJEB3215","GCA_001363075.1","Scaffold",4.81063,51.9,,"CVBJ01",43,4625,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/075/GCA_001363075.1_10426_1_60","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/075/GCF_001363075.1_10426_1_60"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn178","SAMEA2144977","PRJEB3215","GCA_001363115.1","Scaffold",4.81796,51.9,,"CVDI01",54,4628,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/115/GCA_001363115.1_10540_1_34","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/115/GCF_001363115.1_10540_1_34"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST251","SAMEA2145076","PRJEB3215","GCA_001363135.1","Scaffold",4.7406,52.1,,"CGMV01",63,4543,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/135/GCA_001363135.1_10562_2_33","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/135/GCF_001363135.1_10562_2_33"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dtc115","SAMEA2145144","PRJEB3215","GCA_001363155.1","Scaffold",4.92664,51.8,,"CVDR01",71,4731,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/155/GCA_001363155.1_10540_1_29","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/155/GCF_001363155.1_10540_1_29"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-104","SAMEA2145196","PRJEB3215","GCA_001363175.1","Scaffold",4.93053,51.8,,"CVCR01",66,4739,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/175/GCA_001363175.1_10426_1_95","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/175/GCF_001363175.1_10426_1_95"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dty1-91","SAMEA2145217","PRJEB3215","GCA_001363195.1","Scaffold",4.81954,51.9,,"CVBS01",60,4623,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/195/GCA_001363195.1_10426_1_59","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/195/GCF_001363195.1_10426_1_59"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty3-212","SAMEA2145226","PRJEB3215","GCA_001363215.1","Scaffold",4.72058,52,,"CVBM01",54,4520,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/215/GCA_001363215.1_10426_1_52","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/215/GCF_001363215.1_10426_1_52"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","np94","SAMEA2145334","PRJEB3215","GCA_001363235.1","Scaffold",4.73031,52,,"CEYG01",45,4510,"2015-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/235/GCA_001363235.1_10561_2_3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/235/GCF_001363235.1_10561_2_3"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","2008-010439","SAMEA2145566","PRJEB3215","GCA_001363255.1","Scaffold",4.81825,51.9,,"CGPR01",46,4643,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/255/GCA_001363255.1_10607_1_45","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/255/GCF_001363255.1_10607_1_45"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn28","SAMEA2145630","PRJEB3215","GCA_001363275.1","Scaffold",4.72165,52,,"CVAW01",45,4509,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/275/GCA_001363275.1_10426_1_31","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/275/GCF_001363275.1_10426_1_31"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ipt51","SAMEA2145664","PRJEB3215","GCA_001363295.1","Scaffold",5.02863,51.8,,"CVEJ01",73,4854,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/295/GCA_001363295.1_10540_1_54","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/295/GCF_001363295.1_10540_1_54"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","as16","SAMEA2145685","PRJEB3215","GCA_001363315.1","Scaffold",4.72956,52.1,,"CVBE01",53,4542,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/315/GCA_001363315.1_10426_1_43","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/315/GCF_001363315.1_10426_1_43"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn182","SAMEA2145770","PRJEB3215","GCA_001363335.1","Scaffold",4.93259,51.8,,"CVDH01",69,4747,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/335/GCA_001363335.1_10540_1_19","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/335/GCF_001363335.1_10540_1_19"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST171","SAMEA2145782","PRJEB3215","GCA_001363355.1","Scaffold",4.8801,52,,"CVLM01",116,4656,"2015-04-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/355/GCA_001363355.1_10562_2_15","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/355/GCF_001363355.1_10562_2_15"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","01-2011-000664","SAMEA2145931","PRJEB3215","GCA_001363375.1","Scaffold",4.93263,51.8,,"CGQT01",56,4739,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/375/GCA_001363375.1_10608_2_18","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/375/GCF_001363375.1_10608_2_18"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST114","SAMEA2145951","PRJEB3215","GCA_001363395.1","Scaffold",4.72068,52,,"CEYY01",46,4521,"2015-03-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/395/GCA_001363395.1_10541_2_3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/395/GCF_001363395.1_10541_2_3"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ct1-13","SAMEA2146003","PRJEB3215","GCA_001363415.1","Scaffold",4.93208,51.8,,"CVGG01",71,4750,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/415/GCA_001363415.1_10561_2_76","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/415/GCF_001363415.1_10561_2_76"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","2011-015914","SAMEA2146042","PRJEB3215","GCA_001363435.1","Scaffold",4.93278,51.8,,"CGPN01",52,4746,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/435/GCA_001363435.1_10607_1_73","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/435/GCF_001363435.1_10607_1_73"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-17","SAMEA2146129","PRJEB3215","GCA_001363455.1","Scaffold",5.03748,51.8,,"CVCA01",67,4867,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/455/GCA_001363455.1_10426_1_69","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/455/GCF_001363455.1_10426_1_69"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-154","SAMEA2146319","PRJEB3215","GCA_001363495.1","Scaffold",4.9309,51.8,,"CVFQ01",70,4747,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/495/GCA_001363495.1_10540_1_94","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/495/GCF_001363495.1_10540_1_94"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST150","SAMEA2146350","PRJEB3215","GCA_001363515.1","Scaffold",4.69921,52.1,,"CGLR01",57,4503,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/515/GCA_001363515.1_10493_1_16","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/515/GCF_001363515.1_10493_1_16"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","SGB113","SAMEA2146436","PRJEB3215","GCA_001363535.1","Scaffold",4.59161,52.1,,"CVFW01",54,4362,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/535/GCA_001363535.1_10561_2_47","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/535/GCF_001363535.1_10561_2_47"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-153","SAMEA2146461","PRJEB3215","GCA_001363575.1","Scaffold",5.06163,51.8,,"CVCP01",96,4882,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/575/GCA_001363575.1_10426_1_88","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/575/GCF_001363575.1_10426_1_88"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST211","SAMEA2146473","PRJEB3215","GCA_001363595.1","Scaffold",4.83334,52,,"CIJP01",73,4643,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/595/GCA_001363595.1_10492_1_30","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/595/GCF_001363595.1_10492_1_30"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty3-254","SAMEA2146504","PRJEB3215","GCA_001363615.1","Scaffold",5.02827,51.8,,"CVEO01",72,4852,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/615/GCA_001363615.1_10540_1_60","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/615/GCF_001363615.1_10540_1_60"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST275","SAMEA2146644","PRJEB3215","GCA_001363635.1","Scaffold",4.73657,52,,"CGML01",59,4544,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/635/GCA_001363635.1_10562_2_43","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/635/GCF_001363635.1_10562_2_43"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn10","SAMEA2146652","PRJEB3215","GCA_001363655.1","Scaffold",4.9264,51.9,,"CVAO01",70,4742,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/655/GCA_001363655.1_10426_1_19","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/655/GCF_001363655.1_10426_1_19"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST316","SAMEA2146657","PRJEB3215","GCA_001363675.1","Scaffold",4.72136,52,,"CGMI01",60,4525,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/675/GCA_001363675.1_10541_2_38","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/675/GCF_001363675.1_10541_2_38"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","3653/3","SAMEA2146674","PRJEB3215","GCA_001363695.1","Scaffold",4.68597,52.1,,"CHLS01",58,4488,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/695/GCA_001363695.1_10561_2_35","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/695/GCF_001363695.1_10561_2_35"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty3-202","SAMEA2146797","PRJEB3215","GCA_001363715.1","Scaffold",5.02926,51.8,,"CVEF01",72,4861,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/715/GCA_001363715.1_10540_1_49","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/715/GCF_001363715.1_10540_1_49"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-150","SAMEA2146882","PRJEB3215","GCA_001363735.1","Scaffold",4.81828,51.9,,"CVCN01",57,4632,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/735/GCA_001363735.1_10426_1_85","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/735/GCF_001363735.1_10426_1_85"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-69","SAMEA2146935","PRJEB3215","GCA_001363755.1","Scaffold",4.71596,52.1,,"CVGO01",64,4519,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/755/GCA_001363755.1_10561_2_90","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/755/GCF_001363755.1_10561_2_90"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dtc138","SAMEA2147001","PRJEB3215","GCA_001363775.1","Scaffold",5.02885,51.8,,"CVAS01",68,4860,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/775/GCA_001363775.1_10426_1_23","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/775/GCF_001363775.1_10426_1_23"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-124","SAMEA2147029","PRJEB3215","GCA_001363795.1","Scaffold",4.93192,51.8,,"CVGM01",72,4744,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/795/GCA_001363795.1_10561_2_86","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/795/GCF_001363795.1_10561_2_86"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn15","SAMEA2147143","PRJEB3215","GCA_001363855.1","Scaffold",4.93138,51.8,,"CVAK01",70,4739,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/855/GCA_001363855.1_10426_1_14","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/855/GCF_001363855.1_10426_1_14"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty3-197","SAMEA2147217","PRJEB3215","GCA_001363875.1","Scaffold",4.72205,52,,"CVFC01",57,4510,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/875/GCA_001363875.1_10540_1_76","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/875/GCF_001363875.1_10540_1_76"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ct1-69","SAMEA2147256","PRJEB3215","GCA_001363895.1","Scaffold",4.93252,51.8,,"CVFH01",69,4749,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/895/GCA_001363895.1_10540_1_78","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/895/GCF_001363895.1_10540_1_78"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","MDUST338","SAMEA2147267","PRJEB3215","GCA_001363915.1","Scaffold",4.73487,52,,"CFAB01",57,4538,"2015-03-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/915/GCA_001363915.1_10562_2_49","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/915/GCF_001363915.1_10562_2_49"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-138","SAMEA2147279","PRJEB3215","GCA_001363935.1","Scaffold",4.73205,52,,"CVFK01",61,4534,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/935/GCA_001363935.1_10540_1_86","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/935/GCF_001363935.1_10540_1_86"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ct1-45","SAMEA2147306","PRJEB3215","GCA_001363955.1","Scaffold",4.72186,52,,"CVBB01",52,4518,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/955/GCA_001363955.1_10426_1_38","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/955/GCF_001363955.1_10426_1_38"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","dn152","SAMEA2147396","PRJEB3215","GCA_001363975.1","Scaffold",4.93274,51.8,,"CVDA01",69,4734,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/363/975/GCA_001363975.1_10540_1_16","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/363/975/GCF_001363975.1_10540_1_16"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty2-160","SAMEA2147612","PRJEB3215","GCA_001364015.1","Scaffold",4.93366,51.8,,"CVBD01",68,4742,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/364/015/GCA_001364015.1_10426_1_35","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/364/015/GCF_001364015.1_10426_1_35"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","D55055","SAMEA2147615","PRJEB3215","GCA_001364035.1","Scaffold",4.69611,52.1,,"CGQH01",48,4511,"2015-04-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/364/035/GCA_001364035.1_10607_2_28","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/364/035/GCF_001364035.1_10607_2_28"
"Salmonella enterica subsp. enterica serovar Typhi","Bacteria;Proteobacteria;Gammaproteobacteria","ty3-199","SAMEA2147639","PRJEB3215","GCA_001364055.1","Scaffold",4.73922,52.1,,"CVFI01",68,4563,"2015-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/364/055/GCA_001364055.1_10540_1_83","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/364/055/GCF_001364055.1_10540_1_83"
